,round,year,player,firstServe,ace,double,firstPointWon,secPointWon,avgSecServe,break,return,total,error,temp_winner
964,First,2007,Hyung0Taik Lee,0.68,4,3,0.46,0.21,119.90135396518376,0.13,0.28,44,26.0,0
965,First,2007,Janko Tipsarevic,0.54,14,12,0.72,0.31,119.90135396518376,0.38,0.36,133,46.0,0
966,First,2007,Alexander Waske,0.59,24,7,0.72,0.5,119.90135396518376,0.67,0.24,104,33.0,0
967,First,2007,Igor Kunitsyn,0.56,3,4,0.57,0.41,119.90135396518376,0.4,0.34,80,32.0,0
968,First,2007,Marin Cilic,0.45,6,6,0.85,0.29,119.90135396518376,0.0,0.21,53,41.0,0
969,First,2007,Nicolas Almagro,0.55,19,9,0.76,0.47,119.90135396518376,0.43,0.31,146,68.0,0
970,First,2007,Sergio Roitman,0.62,2,2,0.56,0.49,119.90135396518376,0.5,0.31,75,33.0,0
971,First,2007,Kevin Kim,0.64,2,1,0.67,0.27,119.90135396518376,0.29,0.39,92,29.0,0
972,First,2007,Alessio di Mauro,0.51,5,4,0.57,0.43,119.90135396518376,0.25,0.26,54,34.0,0
973,First,2007,Xavier Malisse,0.52,14,2,0.67,0.55,119.90135396518376,0.67,0.34,110,49.0,0
974,First,2007,Igor Andreev,0.62,1,4,0.57,0.37,119.90135396518376,0.33,0.34,75,37.0,0
975,First,2007,Stefan Koubek,0.66,4,6,0.64,0.55,119.90135396518376,0.5,0.35,148,24.0,0
976,First,2007,Olivier Patience,0.79,4,6,0.57,0.34,119.90135396518376,0.44,0.34,113,42.0,0
977,First,2007,Juan Monaco,0.7,3,5,0.61,0.34,119.90135396518376,0.4,0.37,106,44.0,0
978,First,2007,Marco Chiudinelli,0.54,7,2,0.71,0.48,119.90135396518376,0.67,0.37,131,60.0,0
979,First,2007,Jiri Vanek,0.54,10,8,0.61,0.43,119.90135396518376,0.57,0.36,134,69.0,0
980,First,2007,Benjamin Becker,0.49,14,6,0.79,0.58,119.90135396518376,0.38,0.28,155,62.0,0
981,First,2007,Agustin Calleri,0.57,12,12,0.69,0.41,119.90135396518376,0.38,0.41,130,48.0,0
982,First,2007,Martin Vassallo Arguello,0.63,7,4,0.58,0.32,119.90135396518376,0.43,0.4,84,52.0,0
983,First,2007,Go Soeda,0.56,0,5,0.6,0.45,119.90135396518376,0.33,0.22,68,28.0,0
984,First,2007,Brian Wilson,0.65,13,3,0.73,0.47,119.90135396518376,0.33,0.27,137,35.0,0
985,First,2007,Ivo Karlovic,0.6,27,3,0.94,0.58,119.90135396518376,0.0,0.28,99,29.0,0
986,First,2007,Simon Greul,0.58,1,3,0.59,0.48,119.90135396518376,0.5,0.36,74,38.0,0
987,First,2007,Kristian Pless,0.55,6,4,0.6,0.5,119.90135396518376,0.5,0.39,98,55.0,0
988,First,2007,Rainer Schuettler,0.53,2,6,0.68,0.42,119.90135396518376,0.67,0.38,100,36.0,0
989,First,2007,Jo0Wilfried Tsonga,0.68,16,5,0.75,0.49,119.90135396518376,0.14,0.26,131,46.0,0
990,First,2007,Bjorn Phau,0.49,3,3,0.54,0.35,119.90135396518376,0.67,0.35,75,32.0,0
991,First,2007,Jan Hajek,0.4,1,0,0.5,0.0,119.90135396518376,0.0,0.2,3,3.0,0
992,First,2007,Nicolas Massu,0.54,1,4,0.46,0.38,119.90135396518376,0.0,0.25,44,20.0,0
993,First,2007,Alun Jones,0.59,5,6,0.54,0.51,119.90135396518376,0.33,0.35,127,60.0,0
994,First,2007,Teimuraz Gabashvili,0.57,13,11,0.66,0.44,119.90135396518376,0.47,0.38,234,64.0,0
995,First,2007,Ivan Ljubicic,0.57,28,2,0.85,0.47,119.90135396518376,0.14,0.31,129,31.0,0
996,First,2007,Michael Llodra,0.71,1,1,0.56,0.38,119.90135396518376,0.0,0.16,51,21.0,0
997,First,2007,Nicolas Devilder,0.52,7,2,0.61,0.52,119.90135396518376,0.25,0.34,95,25.0,0
998,First,2007,Jose Acasuso,0.52,13,3,0.68,0.53,119.90135396518376,0.1,0.33,113,42.0,0
999,First,2007,Daniele Bracciali,0.59,11,1,0.7,0.57,119.90135396518376,0.25,0.23,147,76.0,0
1000,First,2007,Gilles Simon,0.51,1,6,0.51,0.41,119.90135396518376,0.33,0.32,55,30.0,0
1001,First,2007,Paradorn Srichaphan,0.58,0,8,0.55,0.43,119.90135396518376,0.4,0.36,73,55.0,0
1002,First,2007,Joachim Johansson,0.5,0,1,0.8,0.4,119.90135396518376,0.0,0.38,9,33.38345266507557,0
1003,First,2007,Filippo Volandri,0.59,3,3,0.54,0.41,119.90135396518376,0.57,0.43,85,34.0,0
1004,First,2007,Ruben Ramirez0Hidalgo,0.5,4,8,0.63,0.39,119.90135396518376,1.0,0.26,56,32.0,0
1005,Final,2008,Jo0Wilfried Tsonga,0.71,15,2,0.71,0.48,147.0,0.4,0.29,122,41.0,0
1006,semi,2008,Roger Federer,0.61,10,2,0.72,0.43,155.0,0.22,0.34,104,32.0,0
1007,semi,2008,Rafael Nadal,0.69,2,1,0.56,0.5,147.0,0.0,0.25,57,12.0,0
1008,quarter,2008,David Ferrer,0.56,4,4,0.57,0.43,149.0,0.11,0.33,77,33.0,0
1009,quarter,2008,James Blake,0.58,8,5,0.7,0.43,153.0,1.0,0.3,97,33.0,0
1010,quarter,2008,Mikhail Youzhny,0.73,0,3,0.69,0.31,149.0,0.0,0.23,82,33.0,0
1011,quarter,2008,Jarkko Nieminen,0.69,2,2,0.63,0.36,126.0,0.13,0.34,81,28.0,0
1012,Fourth,2008,Tomas Berdych,0.55,7,4,0.75,0.49,160.0,0.33,0.26,85,27.0,0
1013,Fourth,2008,Juan Carlos Ferrero,0.63,3,7,0.66,0.35,154.0,0.25,0.37,120,41.0,0
1014,Fourth,2008,Lleyton Hewitt,0.52,6,4,0.6,0.42,158.0,0.43,0.38,86,41.0,0
1015,Fourth,2008,Marin Cilic,0.55,6,3,0.7,0.54,152.0,0.0,0.25,71,34.0,0
1016,Fourth,2008,Philipp Kohlschreiber,0.53,9,7,0.68,0.44,150.0,0.32,0.44,162,76.0,0
1017,Fourth,2008,Paul0Henri Mathieu,0.59,5,3,0.55,0.4,158.0,0.0,0.17,23,15.0,0
1018,Fourth,2008,Nikolay Davydenko,0.62,2,1,0.59,0.42,138.0,0.5,0.34,79,48.0,0
1019,Fourth,2008,Richard Gasquet,0.61,5,4,0.7,0.49,147.0,0.13,0.28,131,40.0,0
1020,Third,2008,Vince Spadea,0.59,0,1,0.6,0.47,146.0,0.0,0.29,73,27.0,0
1021,Third,2008,David Nalbandian,0.54,3,4,0.61,0.39,149.0,0.0,0.29,56,38.0,0
1022,Third,2008,Marcos Baghdatis,0.51,28,8,0.75,0.41,143.0,0.36,0.36,181,80.0,0
1023,Third,2008,Sebastien Grosjean,0.59,4,2,0.65,0.46,144.0,0.3,0.4,145,49.0,0
1024,Third,2008,Sam Querrey,0.62,8,5,0.61,0.31,155.0,0.25,0.24,61,25.0,0
1025,Third,2008,Janko Tipsarevic,0.52,14,6,0.71,0.57,150.0,1.0,0.24,173,47.0,0
1026,Third,2008,Fernando Gonzalez,0.64,2,7,0.61,0.4,150.0,0.25,0.31,100,31.0,0
1027,Third,2008,Juan Monaco,0.72,10,2,0.67,0.43,153.0,0.5,0.33,116,27.0,0
1028,Third,2008,Marc Gicquel,0.65,7,0,0.61,0.3,148.0,0.33,0.37,81,52.0,0
1029,Third,2008,Mardy Fish,0.58,13,3,0.78,0.44,158.0,0.08,0.32,122,60.0,0
1030,Third,2008,Gilles Simon,0.61,5,0,0.63,0.43,142.0,0.17,0.3,86,48.0,0
1031,Third,2008,Igor Andreev,0.69,2,0,0.61,0.67,155.0,1.0,0.29,94,31.0,0
1032,Third,2008,Guillermo Garcia0Lopez,0.53,6,7,0.52,0.54,153.0,1.0,0.29,64,25.0,0
1033,Third,2008,Andy Roddick,0.0,0,0,0.0,0.0,168.0,0.0,0.0,0,33.38345266507557,0
1034,Third,2008,Stefan Koubek,0.6,18,5,0.72,0.47,149.0,0.47,0.4,187,60.0,0
1035,Third,2008,Ivo Karlovic,0.63,11,1,0.62,0.46,159.0,0.0,0.21,54,42.0,0
1036,Second,2008,Alun Jones,0.56,3,2,0.68,0.5,152.0,0.11,0.31,74,41.0,0
1037,Second,2008,Dmitry Tursunov,0.56,7,7,0.67,0.45,142.0,0.38,0.36,131,62.0,0
1038,Second,2008,Marat Safin,0.56,12,0,0.68,0.55,164.0,0.57,0.34,139,57.0,0
1039,Second,2008,Denis Gremelmayr,0.67,2,1,0.68,0.49,119.90135396518376,0.37,0.41,180,33.38345266507557,0
1040,Second,2008,Jurgen Melzer,0.71,3,2,0.52,0.7,119.90135396518376,0.5,0.3,81,33.38345266507557,0
1041,Second,2008,Fernando Verdasco,0.72,15,6,0.71,0.45,147.0,1.0,0.3,103,44.0,0
1042,Second,2008,Michael Russell,0.69,2,2,0.48,0.55,147.0,1.0,0.26,54,24.0,0
1043,Second,2008,Peter Luczak,0.62,15,3,0.74,0.47,156.0,0.33,0.27,107,44.0,0
1044,Second,2008,Oscar Hernandez,0.66,1,2,0.62,0.33,150.0,0.0,0.25,53,19.0,0
1045,Second,2008,Hyung0Taik Lee,0.61,5,4,0.63,0.44,155.0,0.33,0.4,115,35.0,0
1046,Second,2008,Denis Istomin,0.55,9,1,0.7,0.42,144.0,0.25,0.33,117,42.0,0
1047,Second,2008,Amer Delic,0.56,17,12,0.76,0.48,119.90135396518376,0.36,0.34,188,33.38345266507557,0
1048,Second,2008,Robin Haase,0.56,5,3,0.71,0.51,137.0,0.6,0.3,125,57.0,0
1049,Second,2008,Juan Martin Del Potro,0.79,0,2,0.53,0.41,129.0,0.67,0.38,61,43.0,0
1050,Second,2008,Fabrice Santoro,0.65,2,0,0.44,0.38,134.0,0.0,0.23,43,4.0,0
1051,Second,2008,Simone Bolelli,0.59,5,2,0.5,0.42,147.0,0.0,0.29,51,39.0,0
1052,Second,2008,Stanislas Wawrinka,0.54,9,3,0.75,0.42,119.90135396518376,0.38,0.37,106,33.38345266507557,0
1053,Second,2008,Nicolas Mahut,0.67,2,7,0.46,0.32,161.0,0.36,0.44,71,42.0,0
1054,Second,2008,Paul Capdeville,0.63,4,2,0.68,0.43,137.0,0.2,0.31,107,36.0,0
1055,Second,2008,Dudi Sela,0.7,0,1,0.58,0.72,119.90135396518376,0.0,0.3,117,33.38345266507557,0
1056,Second,2008,Alejandro Falla,0.64,5,7,0.59,0.53,119.90135396518376,0.45,0.36,153,33.38345266507557,0
1057,Second,2008,Sam Warburg,0.7,2,2,0.6,0.41,140.0,1.0,0.28,87,25.0,0
1058,Second,2008,Florent Serra,0.71,0,2,0.49,0.17,143.0,0.67,0.33,47,26.0,0
1059,Second,2008,Kristof Vliegen,0.76,5,3,0.61,0.63,119.90135396518376,0.0,0.28,92,33.38345266507557,0
1060,Second,2008,Michael Berrer,0.62,6,7,0.65,0.32,153.0,0.33,0.27,73,45.0,0
1061,Second,2008,Evgeny Korolev,0.59,3,5,0.76,0.36,154.0,0.0,0.24,53,33.0,0
1062,Second,2008,Feliciano Lopez,0.64,3,5,0.51,0.45,156.0,0.0,0.19,53,30.0,0
1063,Second,2008,Andreas Seppi,0.48,7,3,0.73,0.54,140.0,0.33,0.34,128,58.0,0
1064,Second,2008,Rainer Schuettler,0.63,1,1,0.53,0.46,119.90135396518376,0.0,0.3,59,33.38345266507557,0
1065,Second,2008,Agustin Calleri,0.53,6,4,0.75,0.62,119.90135396518376,0.17,0.3,105,33.38345266507557,0
1066,Second,2008,Tommy Robredo,0.65,1,5,0.51,0.41,150.0,0.33,0.31,61,18.0,0
1067,Second,2008,Jesse Levine,0.55,7,6,0.59,0.4,148.0,0.5,0.4,103,58.0,0
1068,First,2008,Nicolas Almagro,0.56,10,5,0.7,0.39,119.90135396518376,0.5,0.31,89,33.38345266507557,0
1069,First,2008,Albert Montanes,0.58,5,9,0.64,0.4,119.90135396518376,0.29,0.43,119,33.38345266507557,0
1070,First,2008,Benjamin Becker,0.46,7,2,0.58,0.43,159.0,0.5,0.3,65,23.0,0
1071,First,2008,Rajeev Ram,0.69,12,3,0.74,0.37,119.90135396518376,0.4,0.35,144,33.38345266507557,0
1072,First,2008,Joseph Sirianni,0.52,11,5,0.68,0.54,139.0,0.33,0.35,151,61.0,0
1073,First,2008,Chris Guccione,0.63,16,2,0.78,0.53,159.0,0.0,0.24,86,19.0,0
1074,First,2008,Filippo Volandri,0.49,0,5,0.65,0.42,119.90135396518376,0.57,0.33,92,33.38345266507557,0
1075,First,2008,Jiri Vanek,0.6,8,3,0.69,0.35,119.90135396518376,0.5,0.27,80,33.38345266507557,0
1076,First,2008,Thierry Ascione,0.65,2,5,0.49,0.35,119.90135396518376,0.33,0.36,65,33.38345266507557,0
1077,First,2008,Santiago Ventura,0.47,8,6,0.69,0.38,119.90135396518376,0.0,0.28,62,33.38345266507557,0
1078,First,2008,Mariano Zabaleta,0.46,13,8,0.82,0.42,162.0,0.33,0.3,103,42.0,0
1079,First,2008,Radek Stepanek,0.57,8,1,0.67,0.59,119.90135396518376,0.36,0.36,135,33.38345266507557,0
1080,First,2008,Thomas Johansson,0.57,7,5,0.66,0.45,143.0,0.27,0.34,117,47.0,0
1081,First,2008,Olivier Rochus,0.51,2,4,0.49,0.51,119.90135396518376,0.33,0.27,75,33.38345266507557,0
1082,First,2008,Robert Smeets,0.44,6,5,0.63,0.41,158.0,0.5,0.25,63,41.0,0
1083,First,2008,Ernests Gulbis,0.51,8,6,0.64,0.43,164.0,0.33,0.3,84,43.0,0
1084,First,2008,Ivan Ljubicic,0.56,16,4,0.68,0.43,119.90135396518376,0.22,0.33,124,33.38345266507557,0
1085,First,2008,John Isner,0.7,11,6,0.66,0.29,119.90135396518376,0.5,0.25,61,33.38345266507557,0
1086,First,2008,Ivo Minar,0.57,3,2,0.58,0.61,119.90135396518376,0.5,0.35,94,33.38345266507557,0
1087,First,2008,Werner Eschauer,0.55,9,5,0.64,0.38,119.90135396518376,0.75,0.31,80,33.38345266507557,0
1088,First,2008,Lukas Lacko,0.54,8,7,0.71,0.47,119.90135396518376,0.29,0.3,125,33.38345266507557,0
1089,First,2008,Edouard Roger0Vasselin,0.58,2,2,0.49,0.32,148.0,0.17,0.25,46,34.0,0
1090,First,2008,Sergio Roitman,0.55,7,6,0.62,0.54,119.90135396518376,0.17,0.39,116,33.38345266507557,0
1091,First,2008,Steve Darcis,0.49,1,0,0.58,0.19,148.0,1.0,0.24,33,21.0,0
1092,First,2008,Konstantinos Economidis,0.58,2,4,0.65,0.49,148.0,0.0,0.25,74,30.0,0
1093,First,2008,Diego Hartfield,0.63,3,1,0.51,0.26,155.0,0.0,0.25,42,20.0,0
1094,First,2008,Carlos Berlocq,0.45,7,7,0.65,0.39,143.0,0.67,0.38,88,41.0,0
1095,First,2008,Nicolas Massu,0.74,6,3,0.57,0.35,146.0,0.25,0.3,63,21.0,0
1096,First,2008,Fabio Fognini,0.45,6,9,0.66,0.51,119.90135396518376,0.6,0.33,120,33.38345266507557,0
1097,First,2008,Xavier Malisse,0.54,11,4,0.76,0.5,119.90135396518376,0.29,0.3,130,33.38345266507557,0
1098,First,2008,Nicolas Kiefer,0.51,6,5,0.66,0.41,149.0,0.0,0.28,66,34.0,0
1099,First,2008,Robert Kendrick,0.56,6,2,0.76,0.36,119.90135396518376,0.2,0.3,77,33.38345266507557,0
1100,First,2008,Roko Karanusic,0.65,6,1,0.69,0.41,119.90135396518376,0.09,0.34,94,33.38345266507557,0
1101,First,2008,Michael Llodra,0.59,4,4,0.67,0.4,158.0,0.4,0.32,87,44.0,0
1102,First,2008,Wayne Odesnik,0.53,6,3,0.71,0.68,119.90135396518376,0.0,0.24,78,33.38345266507557,0
1103,First,2008,Martin Slanar,0.6,3,4,0.63,0.37,119.90135396518376,0.0,0.32,79,33.38345266507557,0
1104,First,2008,Frank Dancevic,0.62,13,1,0.68,0.52,119.90135396518376,1.0,0.32,115,33.38345266507557,0
1105,First,2008,Jose Acasuso,0.55,14,7,0.72,0.51,119.90135396518376,0.33,0.34,168,33.38345266507557,0
1106,First,2008,Yen0Hsun Lu,0.57,3,5,0.66,0.5,119.90135396518376,0.22,0.39,177,33.38345266507557,0
1107,First,2008,Boris Pashanski,0.69,1,5,0.63,0.39,119.90135396518376,0.6,0.34,103,33.38345266507557,0
1108,First,2008,Jamie Baker,0.69,6,2,0.61,0.64,119.90135396518376,0.33,0.32,124,33.38345266507557,0
1109,First,2008,Florian Mayer,0.65,8,3,0.63,0.46,119.90135396518376,0.4,0.32,108,33.38345266507557,0
1110,First,2008,Viktor Troicki,0.67,14,2,0.72,0.31,143.0,0.4,0.29,85,41.0,0
1111,First,2008,Carlos Moya,0.65,7,5,0.64,0.54,146.0,0.33,0.37,157,61.0,0
1112,First,2008,Harel Levy,0.57,0,3,0.47,0.5,119.90135396518376,1.0,0.32,60,33.38345266507557,0
1113,First,2008,Bobby Reynolds,0.54,11,2,0.68,0.55,119.90135396518376,0.15,0.35,168,33.38345266507557,0
1114,First,2008,Kevin Anderson,0.69,13,8,0.62,0.52,119.90135396518376,0.29,0.37,181,33.38345266507557,0
1115,First,2008,Juan Ignacio Chela,0.6,2,8,0.57,0.46,119.90135396518376,0.83,0.4,104,33.38345266507557,0
1116,First,2008,Marcel Granollers,0.58,1,7,0.45,0.55,119.90135396518376,0.11,0.29,59,33.38345266507557,0
1117,First,2008,Andy Murray,0.58,7,3,0.68,0.49,135.0,0.5,0.4,137,27.0,0
1118,First,2008,Victor Hanescu,0.72,1,2,0.64,0.31,119.90135396518376,0.17,0.28,81,33.38345266507557,0
1119,First,2008,Luis Horna,0.6,14,3,0.8,0.47,119.90135396518376,0.0,0.27,115,33.38345266507557,0
1120,First,2008,Arnaud Clement,0.63,3,4,0.63,0.47,147.0,0.27,0.36,126,51.0,0
1121,First,2008,Olivier Patience,0.74,4,2,0.52,0.42,119.90135396518376,0.25,0.25,65,33.38345266507557,0
1122,First,2008,Juan0Pablo Brzezicki,0.67,7,4,0.62,0.46,119.90135396518376,0.44,0.4,135,33.38345266507557,0
1123,First,2008,Donald Young,0.61,4,8,0.64,0.51,136.0,0.5,0.32,152,67.0,0
1124,First,2008,Mathieu Montcourt,0.56,1,5,0.6,0.36,156.0,0.11,0.34,72,38.0,0
1125,First,2008,Martin Vassallo Arguello,0.6,1,5,0.52,0.35,119.90135396518376,0.29,0.35,63,33.38345266507557,0
1126,First,2008,Nick Lindahl,0.62,7,5,0.64,0.36,141.0,0.5,0.24,78,37.0,0
1127,First,2008,Andrei Pavel,0.74,3,1,0.62,0.67,119.90135396518376,0.25,0.28,124,33.38345266507557,0
1128,First,2008,Lukas Dlouhy,0.56,7,12,0.67,0.41,148.0,0.29,0.3,76,44.0,0
1129,First,2008,Brydan Klein,0.56,4,7,0.63,0.52,156.0,0.5,0.33,98,45.0,0
1130,First,2008,Mischa Zverev,0.77,2,1,0.64,0.34,136.0,0.42,0.4,183,34.0,0
1131,First,2009,Nicolas Massu,0.64,8,7,0.74,0.58,138.0,0.43,0.27,132,46.0,0
1132,First,2009,Juan Monaco,0.64,3,2,0.53,0.41,150.0,0.67,0.27,54,27.0,0
1133,First,2009,Diego Junqueira,0.65,3,5,0.69,0.45,129.0,0.3,0.29,136,44.0,0
1134,First,2009,Teimuraz Gabashvili,0.49,6,10,0.69,0.43,119.90135396518376,0.4,0.36,113,33.38345266507557,0
1135,First,2009,Daniel Gimeno0Traver,0.84,1,1,0.67,0.43,0.0,0.0,0.23,74,33.38345266507557,0
1136,First,2009,Kei Nishikori,0.57,3,6,0.51,0.45,143.0,0.29,0.29,68,42.0,0
1137,First,2009,Nicolas Devilder,0.61,5,4,0.54,0.55,132.0,0.5,0.28,74,19.0,0
1138,First,2009,Rainer Schuettler,0.79,2,3,0.57,0.41,0.0,0.5,0.39,110,33.38345266507557,0
1139,First,2009,Pablo Andujar,0.57,1,5,0.5,0.41,151.0,0.25,0.4,82,39.0,0
1140,First,2009,Dmitry Tursunov,0.56,11,4,0.68,0.49,0.0,0.24,0.4,156,33.38345266507557,0
1141,First,2009,Dieter Kindlmann,0.64,3,6,0.6,0.45,0.0,0.5,0.36,142,33.38345266507557,0
1142,First,2009,Christophe Rochus,0.65,1,2,0.57,0.24,129.0,0.0,0.14,40,22.0,0
1143,First,2009,Jarkko Nieminen,0.52,3,1,0.56,0.6,0.0,0.0,0.26,29,33.38345266507557,0
1144,First,2009,Julien Benneteau,0.61,4,7,0.65,0.41,138.0,0.13,0.37,101,35.0,0
1145,First,2009,Ivo Minar,0.59,7,5,0.66,0.42,0.0,0.43,0.4,113,33.38345266507557,0
1146,First,2009,Michael Llodra,0.62,8,1,0.59,0.53,0.0,0.0,0.29,81,33.38345266507557,0
1147,First,2009,Andrea Stoppini,0.54,6,6,0.56,0.41,145.0,0.5,0.35,80,36.0,0
1148,First,2009,Sam Querrey,0.54,10,1,0.73,0.63,154.0,0.0,0.33,88,36.0,0
1149,First,2009,Bjorn Rehnquist,0.57,0,2,0.51,0.32,129.0,0.0,0.27,45,37.0,0
1150,First,2009,Samuel Groth,0.57,15,9,0.66,0.45,164.0,1.0,0.28,104,48.0,0
1151,First,2009,Marcos Daniel,0.55,8,9,0.65,0.34,0.0,1.0,0.27,69,33.38345266507557,0
1152,First,2009,Agustin Calleri,0.57,10,12,0.66,0.33,0.0,0.5,0.4,101,33.38345266507557,0
1153,First,2009,Bobby Reynolds,0.59,7,5,0.67,0.35,0.0,0.0,0.15,50,33.38345266507557,0
1154,First,2009,Alberto Martin,0.57,3,6,0.67,0.5,0.0,0.38,0.31,93,33.38345266507557,0
1155,First,2009,Thomaz Bellucci,0.58,9,5,0.76,0.53,0.0,0.08,0.33,85,33.38345266507557,0
1156,First,2009,Potito Starace,0.67,13,7,0.75,0.45,151.0,0.71,0.36,162,50.0,0
1157,First,2009,Juan Carlos Ferrero,0.56,2,2,0.69,0.39,146.0,0.43,0.36,101,56.0,0
1158,First,2009,Robert Kendrick,0.61,20,6,0.81,0.47,0.0,0.17,0.2,109,33.38345266507557,0
1159,First,2009,Bjorn Phau,0.49,3,7,0.71,0.47,158.0,0.57,0.37,105,34.0,0
1160,First,2009,John Isner,0.64,39,8,0.77,0.4,0.0,0.67,0.31,125,33.38345266507557,0
1161,First,2009,Kevin Anderson,0.6,8,7,0.67,0.45,0.0,0.22,0.32,108,33.38345266507557,0
1162,First,2009,Lamine Ouahab,0.51,0,4,0.62,0.26,0.0,1.0,0.28,51,33.38345266507557,0
1163,First,2009,Robby Ginepri,0.65,6,3,0.64,0.39,135.0,0.2,0.27,79,50.0,0
1164,First,2009,Carlos Moya,0.44,10,11,0.8,0.33,156.0,0.5,0.27,71,35.0,0
1165,First,2009,Ivan Navarro,0.53,6,2,0.75,0.44,154.0,0.0,0.29,79,21.0,0
1166,First,2009,Denis Gremelmayr,0.52,5,7,0.66,0.43,138.0,0.25,0.36,163,84.0,0
1167,First,2009,Philipp Petzschner,0.68,5,8,0.65,0.19,0.0,0.33,0.26,60,33.38345266507557,0
1168,First,2009,Marc Gicquel,0.5,9,2,0.63,0.45,151.0,0.2,0.39,107,51.0,0
1169,First,2009,Oscar Hernandez,0.56,13,11,0.66,0.38,0.0,0.17,0.36,132,33.38345266507557,0
1170,First,2009,Mischa Zverev,0.61,5,2,0.56,0.43,142.0,0.33,0.31,75,25.0,0
1171,First,2009,Kristof Vliegen,0.53,10,2,0.74,0.71,0.0,0.5,0.26,103,33.38345266507557,0
1172,First,2009,Taylor Dent,0.68,8,10,0.8,0.48,0.0,0.4,0.31,138,33.38345266507557,0
1173,First,2009,Andreas Seppi,0.6,1,5,0.68,0.5,142.0,0.0,0.33,102,45.0,0
1174,Second,2004,Agustin Calleri,0.55,12,7,0.65,0.39,140.0,0.6,0.44,149,67.0,0
1175,Second,2004,Florian Mayer,0.68,1,3,0.48,0.37,129.0,0.17,0.37,73,44.0,0
1176,Second,2004,Jan Vacek,0.62,3,1,0.61,0.48,134.0,0.4,0.32,89,56.0,0
1177,Second,2004,David Sanchez0Munoz,0.64,1,1,0.66,0.49,123.0,0.43,0.37,117,25.0,0
1178,Second,2004,Alberto Martin,0.63,2,5,0.75,0.4,119.90135396518376,0.5,0.27,92,18.0,0
1179,Second,2004,Glenn Weiner,0.57,19,6,0.76,0.29,119.90135396518376,0.2,0.33,76,29.0,0
1180,Second,2004,Filippo Volandri,0.61,2,7,0.63,0.45,136.0,0.8,0.36,101,53.0,0
1181,Second,2004,Karol Kucera,0.55,5,14,0.54,0.39,144.0,0.56,0.42,90,44.0,0
1182,Second,2004,Galo Blanco,0.59,3,5,0.69,0.44,119.90135396518376,0.0,0.35,89,30.0,0
1183,Second,2004,Nikolay Davydenko,0.72,4,5,0.62,0.51,119.90135396518376,0.33,0.35,133,57.0,0
1184,Second,2004,Bohdan Ulihrach,0.51,2,5,0.67,0.43,142.0,0.0,0.18,54,30.0,0
1185,Second,2004,Chris Guccione,0.62,11,3,0.78,0.37,154.0,0.0,0.18,61,21.0,0
1186,Second,2004,Juan Ignacio Chela,0.6,3,4,0.64,0.46,134.0,0.56,0.44,176,18.0,0
1187,Second,2004,Jerome Golmard,0.46,3,2,0.82,0.54,141.0,0.0,0.33,29,8.0,0
1188,Second,2004,Nicolas Lapentti,0.64,10,3,0.7,0.5,137.0,0.2,0.35,119,29.0,0
1189,Second,2004,Ivan Ljubicic,0.57,17,4,0.7,0.44,145.0,0.63,0.36,127,76.0,0
1190,Second,2004,Gaston Gaudio,0.58,1,4,0.51,0.29,137.0,0.29,0.32,53,27.0,0
1191,Second,2004,David Ferrer,0.62,0,9,0.53,0.42,128.0,0.5,0.4,106,78.0,0
1192,Second,2004,Ivo Karlovic,0.64,33,7,0.84,0.48,119.90135396518376,0.0,0.27,123,28.0,0
1193,Second,2004,Jarkko Nieminen,0.67,1,2,0.72,0.54,131.0,0.15,0.29,130,34.0,0
1194,Second,2004,Tomas Berdych,0.6,12,3,0.62,0.36,158.0,0.0,0.28,57,35.0,0
1195,Second,2004,Robin Soderling,0.58,9,5,0.72,0.47,150.0,0.0,0.27,89,27.0,0
1196,Second,2004,Karol Beck,0.5,17,7,0.77,0.41,138.0,0.36,0.38,134,57.0,0
1197,Second,2004,Jan0Michael Gambill,0.54,8,2,0.67,0.42,150.0,0.0,0.26,72,27.0,0
1198,First,2004,Martin Verkerk,0.56,25,9,0.83,0.43,168.0,0.33,0.3,99,51.0,0
1199,First,2004,Nicolas Kiefer,0.55,10,11,0.71,0.47,151.0,0.27,0.37,128,48.0,0
1200,First,2004,Vadim Kutsenko,0.61,2,5,0.58,0.42,137.0,1.0,0.2,54,38.0,0
1201,First,2004,Felix Mantilla,0.61,7,8,0.69,0.47,119.90135396518376,0.17,0.24,92,39.0,0
1202,First,2004,Raemon Sluiter,0.58,8,6,0.77,0.57,119.90135396518376,1.0,0.27,140,49.0,0
1203,First,2004,Richard Gasquet,0.59,9,3,0.72,0.54,119.90135396518376,0.0,0.24,78,34.0,0
1204,First,2004,Ricardo Mello,0.69,4,3,0.64,0.35,140.0,0.0,0.26,54,34.0,0
1205,First,2004,Olivier Mutis,0.58,5,5,0.68,0.45,119.90135396518376,0.44,0.32,92,49.0,0
1206,First,2004,Max Mirnyi,0.57,16,8,0.71,0.49,119.90135396518376,0.0,0.29,138,25.0,0
1207,First,2004,Davide Sanguinetti,0.6,6,4,0.65,0.58,119.90135396518376,0.3,0.33,148,58.0,0
1208,First,2004,Ruben Ramirez0Hidalgo,0.54,4,6,0.75,0.41,119.90135396518376,0.2,0.29,102,47.0,0
1209,First,2004,Dennis Van Scheppingen,0.45,1,7,0.54,0.5,119.90135396518376,0.67,0.3,66,27.0,0
