,round,year,player,firstServe,ace,double,firstPointWon,secPointWon,avgSecServe,break,return,total,error,temp_winner
713,First,2005,Felix Mantilla,0.54,2,9,0.61,0.45,119.90135396518376,0.5,0.25,91,29.0,0
714,First,2005,Chris Guccione,0.55,16,8,0.68,0.44,165.0,0.14,0.3,97,32.0,0
715,First,2005,Antony Dupuis,0.55,11,8,0.71,0.57,146.0,0.1,0.28,133,62.0,0
716,First,2005,Paul0Henri Mathieu,0.6,9,9,0.66,0.53,119.90135396518376,0.45,0.38,151,44.0,0
717,First,2005,Vince Spadea,0.65,3,5,0.68,0.71,119.90135396518376,0.18,0.33,160,37.0,0
718,First,2005,Olivier Mutis,0.51,6,1,0.57,0.48,119.90135396518376,0.33,0.31,68,34.0,0
719,First,2005,Florian Mayer,0.44,2,4,0.54,0.44,127.0,0.0,0.28,50,27.0,0
720,First,2005,Albert Montanes,0.64,8,3,0.64,0.28,119.90135396518376,0.5,0.28,67,41.0,0
721,First,2005,Robin Soderling,0.45,3,2,0.55,0.41,119.90135396518376,0.33,0.37,42,27.0,0
722,First,2005,Jan0Michael Gambill,0.57,10,2,0.76,0.49,119.90135396518376,0.0,0.25,74,14.0,0
723,First,2005,Jimmy Wang,0.63,5,5,0.64,0.26,133.0,0.83,0.44,96,65.0,0
724,First,2005,Paul Baccanello,0.46,14,9,0.76,0.64,119.90135396518376,0.0,0.25,87,31.0,0
725,First,2005,Peter Luczak,0.58,8,8,0.67,0.57,139.0,0.5,0.33,147,61.0,0
726,First,2005,Nicolas Kiefer,0.58,16,8,0.62,0.51,148.0,0.35,0.39,138,64.0,0
727,First,2005,David Sanchez0Munoz,0.64,7,3,0.65,0.53,119.90135396518376,0.64,0.38,145,47.0,0
728,First,2005,Hyung0Taik Lee,0.66,8,3,0.65,0.5,139.0,0.5,0.36,140,50.0,0
729,First,2005,Yen0Hsun Lu,0.63,5,6,0.71,0.43,157.0,1.0,0.18,62,28.0,0
730,First,2005,Justin Gimelstob,0.44,10,10,0.73,0.57,141.0,0.4,0.31,88,39.0,0
731,First,2005,Novak Djokovic,0.59,1,5,0.41,0.19,149.0,1.0,0.25,34,30.0,0
732,First,2005,Ivo Karlovic,0.59,26,7,0.76,0.58,119.90135396518376,0.0,0.22,113,41.0,0
733,First,2005,Olivier Patience,0.64,2,3,0.6,0.54,119.90135396518376,0.0,0.26,87,50.0,0
734,First,2005,Robby Ginepri,0.63,3,3,0.66,0.64,119.90135396518376,0.8,0.38,131,28.0,0
735,First,2005,Thomas Enqvist,0.51,7,7,0.67,0.38,119.90135396518376,0.31,0.4,103,49.0,0
736,First,2005,Potito Starace,0.75,7,2,0.62,0.61,151.0,0.57,0.38,122,41.0,0
737,First,2005,Max Mirnyi,0.69,16,4,0.77,0.52,119.90135396518376,0.5,0.35,157,44.0,0
738,First,2005,Florent Serra,0.67,3,5,0.55,0.5,119.90135396518376,0.6,0.37,83,19.0,0
739,First,2005,Davide Sanguinetti,0.66,5,2,0.63,0.42,119.90135396518376,0.57,0.33,86,41.0,0
740,First,2005,Daniele Bracciali,0.42,12,6,0.72,0.58,119.90135396518376,0.44,0.36,135,62.0,0
741,First,2005,Oscar Hernandez,0.53,0,6,0.57,0.49,119.90135396518376,0.0,0.23,58,32.0,0
742,First,2005,Scott Draper,0.62,5,3,0.64,0.43,135.0,0.4,0.34,99,36.0,0
743,First,2005,Albert Costa,0.61,2,3,0.54,0.47,119.90135396518376,0.5,0.36,100,46.0,0
744,First,2005,Luis Horna,0.77,6,4,0.63,0.42,119.90135396518376,0.0,0.17,60,27.0,0
745,First,2005,Xavier Malisse,0.49,10,1,0.62,0.48,143.0,0.0,0.2,69,35.0,0
746,First,2005,Juan Monaco,0.69,6,2,0.6,0.57,151.0,0.45,0.37,155,46.0,0
747,First,2005,Fabrice Santoro,0.69,1,2,0.49,0.43,138.0,0.0,0.29,66,20.0,0
748,First,2005,Federico Luzzi,0.55,6,10,0.68,0.49,119.90135396518376,0.25,0.34,121,44.0,0
749,First,2005,Carlos Moya,0.64,6,4,0.69,0.45,143.0,0.19,0.35,113,49.0,0
750,First,2005,Todd Reid,0.66,3,3,0.54,0.39,135.0,0.0,0.34,74,38.0,0
751,First,2005,Sjeng Schalken,0.71,7,3,0.7,0.41,149.0,0.0,0.21,74,23.0,0
752,First,2005,Dieter Kindlmann,0.51,6,5,0.53,0.42,146.0,0.5,0.28,68,33.0,0
753,Final,2006,Marcos Baghdatis,0.48,6,2,0.71,0.37,146.0,0.3,0.38,116,48.0,0
754,semi,2006,Nicolas Kiefer,0.51,14,7,0.71,0.38,154.0,0.25,0.3,99,53.0,0
755,semi,2006,David Nalbandian,0.67,5,1,0.63,0.5,148.0,0.41,0.39,143,56.0,0
756,quarter,2006,Nikolay Davydenko,0.77,1,2,0.7,0.42,151.0,0.5,0.34,139,48.0,0
757,quarter,2006,Sebastien Grosjean,0.51,12,2,0.64,0.53,139.0,0.69,0.44,169,55.0,0
758,quarter,2006,Fabrice Santoro,0.61,4,1,0.59,0.2,133.0,0.33,0.27,50,15.0,0
759,quarter,2006,Ivan Ljubicic,0.64,14,3,0.71,0.54,154.0,0.22,0.3,139,57.0,0
760,Fourth,2006,Juan Ignacio Chela,0.57,2,0,0.63,0.53,146.0,0.22,0.34,87,22.0,0
761,Fourth,2006,Paul0Henri Mathieu,0.49,3,4,0.52,0.47,152.0,0.75,0.33,68,49.0,0
762,Fourth,2006,Tommy Haas,0.64,5,0,0.63,0.57,152.0,0.22,0.33,127,36.0,0
763,Fourth,2006,Dominik Hrbaty,0.5,7,6,0.72,0.41,143.0,0.43,0.4,148,77.0,0
764,Fourth,2006,David Ferrer,0.73,0,2,0.53,0.34,143.0,0.5,0.44,92,41.0,0
765,Fourth,2006,Thomas Johansson,0.46,12,7,0.81,0.41,149.0,0.0,0.26,75,27.0,0
766,Fourth,2006,Andy Roddick,0.6,15,4,0.74,0.56,173.0,0.22,0.36,117,31.0,0
767,Fourth,2006,Tommy Robredo,0.68,9,6,0.62,0.32,151.0,1.0,0.3,87,37.0,0
768,Third,2006,Max Mirnyi,0.67,5,6,0.69,0.31,165.0,0.0,0.19,74,25.0,0
769,Third,2006,Juan Carlos Ferrero,0.64,5,2,0.6,0.58,144.0,0.33,0.28,104,43.0,0
770,Third,2006,Luis Horna,0.7,9,4,0.63,0.39,146.0,0.5,0.28,91,45.0,0
771,Third,2006,Igor Andreev,0.58,12,6,0.66,0.48,143.0,0.43,0.41,160,72.0,0
772,Third,2006,Kristof Vliegen,0.65,5,5,0.68,0.38,146.0,0.0,0.31,76,44.0,0
773,Third,2006,Peter Luczak,0.6,21,2,0.72,0.54,149.0,1.0,0.27,105,30.0,0
774,Third,2006,Guillermo Coria,0.64,0,23,0.61,0.26,141.0,0.55,0.44,109,48.0,0
775,Third,2006,Nathan Healey,0.62,17,6,0.7,0.41,156.0,0.33,0.26,116,61.0,0
776,Third,2006,Julien Benneteau,0.59,5,3,0.49,0.38,149.0,0.0,0.23,40,31.0,0
777,Third,2006,Jarkko Nieminen,0.68,3,1,0.58,0.45,125.0,0.31,0.39,121,39.0,0
778,Third,2006,Mario Ancic,0.66,3,5,0.54,0.48,148.0,0.5,0.37,76,35.0,0
779,Third,2006,Gilles Simon,0.45,4,2,0.7,0.41,133.0,0.0,0.28,65,34.0,0
780,Third,2006,Denis Gremelmayr,0.62,0,4,0.45,0.35,127.0,0.67,0.36,52,28.0,0
781,Third,2006,James Blake,0.52,6,8,0.7,0.43,154.0,0.2,0.28,79,46.0,0
782,Third,2006,Gaston Gaudio,0.6,1,3,0.63,0.47,141.0,0.28,0.44,152,37.0,0
783,Third,2006,Feliciano Lopez,0.56,12,8,0.7,0.38,164.0,0.2,0.3,94,41.0,0
784,Second,2006,Amer Delic,0.55,13,6,0.82,0.54,159.0,0.0,0.3,121,47.0,0
785,Second,2006,Fernando Verdasco,0.6,9,20,0.67,0.42,119.90135396518376,0.38,0.41,149,69.0,0
786,Second,2006,Lleyton Hewitt,0.55,8,3,0.65,0.43,139.0,0.31,0.36,128,62.0,0
787,Second,2006,Raemon Sluiter,0.58,11,3,0.68,0.58,119.90135396518376,0.45,0.36,140,49.0,0
788,Second,2006,Olivier Rochus,0.59,9,12,0.73,0.44,136.0,0.5,0.33,135,46.0,0
789,Second,2006,Bjorn Phau,0.52,2,6,0.55,0.33,119.90135396518376,0.5,0.28,46,35.0,0
790,Second,2006,Paul Goldstein,0.6,3,3,0.66,0.2,141.0,0.0,0.19,41,27.0,0
791,Second,2006,Boris Pashanski,0.55,4,6,0.58,0.4,143.0,0.44,0.36,95,52.0,0
792,Second,2006,Federico Luzzi,0.56,5,6,0.65,0.43,141.0,0.3,0.37,114,49.0,0
793,Second,2006,Dick Norman,0.57,20,17,0.67,0.45,119.90135396518376,0.55,0.33,180,78.0,0
794,Second,2006,Juan Monaco,0.61,2,4,0.49,0.62,148.0,0.33,0.34,69,37.0,0
795,Second,2006,Davide Sanguinetti,0.59,6,5,0.67,0.59,119.90135396518376,0.29,0.32,140,24.0,0
796,Second,2006,Alex Jr. Bogomolov,0.64,1,7,0.57,0.36,119.90135396518376,1.0,0.3,82,53.0,0
797,Second,2006,Kevin Kim,0.59,0,9,0.64,0.37,128.0,0.6,0.33,86,52.0,0
798,Second,2006,Janko Tipsarevic,0.5,16,3,0.67,0.46,136.0,1.0,0.34,136,55.0,0
799,Second,2006,Florian Mayer,0.64,2,5,0.52,0.44,139.0,0.0,0.3,56,21.0,0
800,Second,2006,Daniele Bracciali,0.51,6,11,0.52,0.55,141.0,0.42,0.41,118,84.0,0
801,Second,2006,Robby Ginepri,0.66,7,3,0.67,0.45,144.0,0.33,0.44,168,62.0,0
802,Second,2006,Lars Burgsmuller,0.5,3,4,0.71,0.35,146.0,0.2,0.3,65,39.0,0
803,Second,2006,Philipp Kohlschreiber,0.46,3,5,0.58,0.49,143.0,0.4,0.36,82,29.0,0
804,Second,2006,Tomas Berdych,0.46,3,9,0.65,0.45,156.0,0.21,0.38,106,56.0,0
805,Second,2006,Xavier Malisse,0.47,16,3,0.75,0.54,136.0,0.4,0.35,148,66.0,0
806,Second,2006,Wesley Moodie,0.72,11,2,0.62,0.73,170.0,0.0,0.22,71,25.0,0
807,Second,2006,Jean0Christophe Faurel,0.61,9,6,0.64,0.43,144.0,0.5,0.36,100,27.0,0
808,Second,2006,Stanislas Wawrinka,0.55,10,4,0.65,0.57,156.0,0.08,0.34,123,52.0,0
809,Second,2006,Dmitry Tursunov,0.54,8,5,0.78,0.44,141.0,0.33,0.33,140,65.0,0
810,Second,2006,Gilles Muller,0.65,10,4,0.66,0.52,156.0,0.67,0.33,125,43.0,0
811,Second,2006,Jimmy Wang,0.5,4,2,0.63,0.41,139.0,0.2,0.3,72,53.0,0
812,Second,2006,Jan Hernych,0.65,1,1,0.61,0.62,149.0,0.0,0.2,66,11.0,0
813,Second,2006,Andrei Pavel,0.65,4,3,0.56,0.38,119.90135396518376,0.23,0.41,81,30.0,0
814,Second,2006,Guillermo Garcia0Lopez,0.55,4,6,0.7,0.56,119.90135396518376,0.0,0.29,88,55.0,0
815,Second,2006,Radek Stepanek,0.57,11,4,0.67,0.54,152.0,0.55,0.35,137,60.0,0
816,First,2006,Hyung0Taik Lee,0.63,2,4,0.51,0.52,143.0,0.71,0.39,100,47.0,0
817,First,2006,Oliver Marach,0.48,12,9,0.67,0.37,119.90135396518376,0.67,0.36,126,66.0,0
818,First,2006,Filippo Volandri,0.67,1,3,0.52,0.33,119.90135396518376,0.5,0.26,44,29.0,0
819,First,2006,Wayne Arthurs,0.47,29,9,0.79,0.49,119.90135396518376,0.2,0.28,119,33.0,0
820,First,2006,Andreas Seppi,0.48,9,5,0.71,0.46,119.90135396518376,0.5,0.4,134,68.0,0
821,First,2006,Potito Starace,0.75,6,5,0.65,0.61,119.90135396518376,0.25,0.36,168,34.0,0
822,First,2006,Kenneth Carlsen,0.56,7,5,0.76,0.47,149.0,0.0,0.27,101,43.0,0
823,First,2006,Denis Istomin,0.64,8,3,0.58,0.37,152.0,0.33,0.25,59,39.0,0
824,First,2006,Christophe Rochus,0.57,1,2,0.54,0.5,119.90135396518376,0.2,0.32,62,26.0,0
825,First,2006,Tomas Zib,0.63,3,3,0.54,0.37,141.0,0.67,0.3,59,28.0,0
826,First,2006,Pavel Snobel,0.46,5,7,0.64,0.58,119.90135396518376,0.75,0.29,102,55.0,0
827,First,2006,Novak Djokovic,0.62,6,9,0.62,0.42,119.90135396518376,0.23,0.39,107,68.0,0
828,First,2006,Zack Fleishman,0.52,6,9,0.69,0.53,119.90135396518376,0.32,0.42,175,52.0,0
829,First,2006,Gael Monfils,0.51,6,6,0.7,0.42,139.0,0.5,0.28,72,42.0,0
830,First,2006,Richard Gasquet,0.5,4,4,0.64,0.51,148.0,0.09,0.31,73,35.0,0
831,First,2006,Jean0Rene Lisnard,0.37,1,9,0.8,0.4,119.90135396518376,0.31,0.37,109,57.0,0
832,First,2006,Ivo Minar,0.53,12,0,0.81,0.66,146.0,0.33,0.25,102,36.0,0
833,First,2006,Jacob Adaktusson,0.54,5,3,0.65,0.42,119.90135396518376,0.25,0.29,88,63.0,0
834,First,2006,Nicolas Almagro,0.73,7,2,0.59,0.58,119.90135396518376,0.4,0.33,85,36.0,0
835,First,2006,Robin Vik,0.63,8,13,0.68,0.3,138.0,0.31,0.46,178,66.0,0
836,First,2006,Mark Philippoussis,0.59,3,9,0.58,0.47,156.0,0.5,0.25,61,36.0,0
837,First,2006,Thierry Ascione,0.76,4,4,0.66,0.42,119.90135396518376,0.17,0.32,125,17.0,0
838,First,2006,Paradorn Srichaphan,0.48,6,13,0.57,0.4,154.0,0.54,0.36,134,73.0,0
839,First,2006,Arnaud Clement,0.57,5,2,0.71,0.39,119.90135396518376,0.29,0.36,89,47.0,0
840,First,2006,Juan0Antonio Marin,0.6,0,1,0.61,0.53,119.90135396518376,0.67,0.31,73,20.0,0
841,First,2006,Michael Llodra,0.58,9,2,0.67,0.42,119.90135396518376,0.0,0.25,62,30.0,0
842,First,2006,Andy Murray,0.51,7,1,0.64,0.45,141.0,0.0,0.31,68,43.0,0
843,First,2006,Carlos Berlocq,0.57,6,6,0.6,0.49,119.90135396518376,0.53,0.43,132,50.0,0
844,First,2006,Victor Hanescu,0.68,9,7,0.54,0.27,143.0,0.42,0.51,148,51.0,0
845,First,2006,Fernando Gonzalez,0.55,10,14,0.71,0.38,151.0,0.36,0.43,200,85.0,0
846,First,2006,Ivo Karlovic,0.64,31,4,0.79,0.41,173.0,0.22,0.29,156,62.0,0
847,First,2006,Harel Levy,0.63,2,4,0.58,0.37,119.90135396518376,0.13,0.34,79,40.0,0
848,First,2006,Rainer Schuettler,0.57,2,3,0.67,0.44,119.90135396518376,0.4,0.42,113,33.0,0
849,First,2006,Razvan Sabau,0.51,1,9,0.57,0.27,138.0,0.5,0.31,32,21.0,0
850,First,2006,Tomas Behrend,0.59,4,5,0.64,0.47,119.90135396518376,0.0,0.26,87,49.0,0
851,First,2006,Yen0Hsun Lu,0.57,2,4,0.58,0.33,119.90135396518376,0.09,0.33,70,40.0,0
852,First,2006,Agustin Calleri,0.51,6,7,0.68,0.5,151.0,0.4,0.37,115,39.0,0
853,First,2006,Florent Serra,0.63,2,4,0.64,0.24,119.90135396518376,0.6,0.42,121,69.0,0
854,First,2006,Vince Spadea,0.54,0,7,0.58,0.41,119.90135396518376,0.5,0.33,84,45.0,0
855,First,2006,Alexander Waske,0.68,17,5,0.7,0.36,119.90135396518376,1.0,0.3,102,32.0,0
856,First,2006,Jurgen Melzer,0.52,3,1,0.46,0.41,148.0,0.75,0.36,55,29.0,0
857,First,2006,Fernando Vicente,0.67,4,5,0.66,0.5,119.90135396518376,0.3,0.36,128,25.0,0
858,First,2006,Bjorn Rehnquist,0.59,3,2,0.5,0.45,119.90135396518376,0.0,0.28,46,32.0,0
859,First,2006,Oscar Hernandez,0.64,6,1,0.7,0.56,119.90135396518376,0.1,0.31,129,33.0,0
860,First,2006,Cyril Saulnier,0.5,10,5,0.64,0.47,157.0,0.13,0.28,90,53.0,0
861,First,2006,Taylor Dent,0.52,13,7,0.8,0.43,172.0,0.38,0.32,94,26.0,0
862,First,2006,Jiri Vanek,0.66,8,10,0.71,0.37,119.90135396518376,0.2,0.32,99,44.0,0
863,First,2006,Danai Udomchoke,0.56,10,11,0.64,0.38,146.0,0.24,0.41,150,54.0,0
864,First,2006,Bobby Reynolds,0.57,10,10,0.67,0.42,119.90135396518376,0.2,0.36,124,47.0,0
865,First,2006,Tim Henman,0.65,5,5,0.6,0.43,151.0,0.38,0.42,140,31.0,0
866,First,2006,Mariano Zabaleta,0.51,3,8,0.6,0.42,148.0,0.29,0.31,70,52.0,0
867,First,2006,Jose Acasuso,0.53,11,3,0.64,0.53,151.0,0.31,0.38,123,42.0,0
868,First,2006,Marcos Daniel,0.72,2,3,0.49,0.29,119.90135396518376,0.0,0.24,38,25.0,0
869,First,2006,Lukas Dlouhy,0.55,8,2,0.57,0.5,119.90135396518376,0.29,0.27,72,37.0,0
870,First,2006,Albert Montanes,0.6,6,4,0.64,0.56,119.90135396518376,0.5,0.31,86,37.0,0
871,First,2006,Marc Kimmich,0.46,4,4,0.58,0.42,119.90135396518376,0.5,0.34,59,30.0,0
872,First,2006,Jonas Bjorkman,0.53,4,6,0.54,0.39,119.90135396518376,0.4,0.34,78,53.0,0
873,First,2006,Chris Guccione,0.61,23,5,0.82,0.46,156.0,0.33,0.23,103,17.0,0
874,First,2006,Carlos Moya,0.55,8,4,0.7,0.47,144.0,0.75,0.39,166,66.0,0
875,First,2006,Mikhail Youzhny,0.5,3,9,0.63,0.44,119.90135396518376,0.46,0.38,115,67.0,0
876,First,2006,Michael Lammer,0.58,2,2,0.6,0.35,143.0,0.33,0.32,62,26.0,0
877,First,2006,Justin Gimelstob,0.54,8,4,0.6,0.46,119.90135396518376,0.5,0.3,85,34.0,0
878,First,2006,Nicolas Massu,0.59,7,4,0.63,0.47,119.90135396518376,0.41,0.41,172,73.0,0
879,Final,2007,Fernando Gonzalez,0.61,6,3,0.69,0.46,119.90135396518376,1.0,0.2,93,28.0,0
880,semi,2007,Tommy Haas,0.6,0,4,0.63,0.26,119.90135396518376,0.0,0.22,45,21.0,0
881,semi,2007,Andy Roddick,0.63,4,2,0.54,0.29,119.90135396518376,1.0,0.25,45,18.0,0
882,quarter,2007,Nikolay Davydenko,0.7,5,2,0.62,0.55,119.90135396518376,0.6,0.37,132,33.0,0
883,quarter,2007,Rafael Nadal,0.71,1,2,0.7,0.35,119.90135396518376,0.0,0.31,73,21.0,0
884,quarter,2007,Tommy Robredo,0.61,4,4,0.63,0.37,119.90135396518376,0.5,0.33,94,28.0,0
885,quarter,2007,Mardy Fish,0.44,12,5,0.65,0.31,119.90135396518376,1.0,0.23,46,26.0,0
886,Fourth,2007,David Nalbandian,0.55,9,6,0.63,0.49,119.90135396518376,0.29,0.33,104,25.0,0
887,Fourth,2007,Tomas Berdych,0.57,6,7,0.68,0.46,119.90135396518376,0.25,0.33,118,60.0,0
888,Fourth,2007,James Blake,0.5,8,6,0.75,0.46,119.90135396518376,0.38,0.31,99,34.0,0
889,Fourth,2007,Andy Murray,0.53,15,9,0.74,0.43,119.90135396518376,0.18,0.35,149,67.0,0
890,Fourth,2007,Richard Gasquet,0.78,1,2,0.6,0.55,119.90135396518376,0.33,0.3,117,38.0,0
891,Fourth,2007,David Ferrer,0.69,7,1,0.68,0.49,119.90135396518376,0.6,0.34,112,23.0,0
892,Fourth,2007,Novak Djokovic,0.61,7,2,0.61,0.46,119.90135396518376,0.5,0.25,76,33.0,0
893,Fourth,2007,Mario Ancic,0.64,21,3,0.73,0.6,119.90135396518376,0.75,0.3,129,33.0,0
894,Third,2007,Florian Mayer,0.6,10,2,0.58,0.49,119.90135396518376,0.33,0.33,96,25.0,0
895,Third,2007,Dmitry Tursunov,0.52,5,6,0.5,0.38,119.90135396518376,0.0,0.24,48,36.0,0
896,Third,2007,Robby Ginepri,0.58,5,0,0.62,0.55,119.90135396518376,0.75,0.25,89,40.0,0
897,Third,2007,Sebastien Grosjean,0.53,15,2,0.74,0.37,119.90135396518376,0.35,0.38,164,53.0,0
898,Third,2007,Fabrice Santoro,0.5,4,1,0.64,0.5,119.90135396518376,0.5,0.29,77,16.0,0
899,Third,2007,Stanislas Wawrinka,0.57,4,2,0.58,0.33,119.90135396518376,1.0,0.27,62,32.0,0
900,Third,2007,Lleyton Hewitt,0.58,17,7,0.77,0.33,119.90135396518376,0.67,0.29,106,29.0,0
901,Third,2007,Juan Ignacio Chela,0.67,3,4,0.61,0.29,119.90135396518376,0.5,0.37,80,35.0,0
902,Third,2007,Danai Udomchoke,0.53,1,4,0.64,0.47,119.90135396518376,0.33,0.36,111,32.0,0
903,Third,2007,Marat Safin,0.61,22,2,0.74,0.46,119.90135396518376,0.57,0.32,128,39.0,0
904,Third,2007,Wayne Arthurs,0.5,0,2,0.2,0.2,119.90135396518376,0.0,0.0,2,5.0,0
905,Third,2007,Radek Stepanek,0.59,9,8,0.66,0.36,119.90135396518376,0.46,0.39,159,85.0,0
906,Third,2007,Dominik Hrbaty,0.51,0,3,0.47,0.41,119.90135396518376,0.17,0.32,57,27.0,0
907,Third,2007,Gael Monfils,0.65,9,3,0.63,0.51,119.90135396518376,0.29,0.26,88,37.0,0
908,Third,2007,Mikhail Youzhny,0.54,7,1,0.78,0.39,119.90135396518376,0.25,0.31,92,27.0,0
909,Third,2007,Sam Querrey,0.59,9,0,0.75,0.44,119.90135396518376,0.0,0.25,94,41.0,0
910,Second,2007,Ilija Bozoljac,0.47,18,9,0.82,0.39,119.90135396518376,0.0,0.18,69,39.0,0
911,Second,2007,Olivier Rochus,0.69,4,7,0.64,0.44,119.90135396518376,0.27,0.36,151,43.0,0
912,Second,2007,Frank Dancevic,0.53,16,6,0.75,0.49,119.90135396518376,0.43,0.36,112,30.0,0
913,Second,2007,Arnaud Clement,0.65,1,1,0.67,0.41,119.90135396518376,0.0,0.25,70,21.0,0
914,Second,2007,Jarkko Nieminen,0.6,4,2,0.69,0.48,119.90135396518376,0.5,0.34,107,33.0,0
915,Second,2007,Philipp Kohlschreiber,0.53,8,3,0.6,0.5,119.90135396518376,0.31,0.37,117,58.0,0
916,Second,2007,Mischa Zverev,0.66,9,4,0.65,0.39,119.90135396518376,0.17,0.34,107,25.0,0
917,Second,2007,Max Mirnyi,0.67,9,3,0.65,0.42,119.90135396518376,0.2,0.32,90,9.0,0
918,Second,2007,Gilles Muller,0.67,15,2,0.59,0.41,119.90135396518376,0.0,0.3,70,33.0,0
919,Second,2007,Nicolas Lapentti,0.68,5,2,0.71,0.57,119.90135396518376,0.0,0.23,76,22.0,0
920,Second,2007,Andreas Seppi,0.53,6,3,0.6,0.41,119.90135396518376,0.5,0.42,114,79.0,0
921,Second,2007,Alex Kuznetsov,0.59,9,4,0.68,0.2,119.90135396518376,1.0,0.29,56,36.0,0
922,Second,2007,Juan Martin Del Potro,0.6,11,6,0.67,0.54,119.90135396518376,0.57,0.32,148,50.0,0
923,Second,2007,Fernando Verdasco,0.63,7,7,0.61,0.35,119.90135396518376,0.63,0.41,101,49.0,0
924,Second,2007,Paul Capdeville,0.7,5,1,0.66,0.39,119.90135396518376,0.5,0.28,66,29.0,0
925,Second,2007,Robert Smeets,0.54,11,7,0.7,0.33,119.90135396518376,0.11,0.33,89,37.0,0
926,Second,2007,Lukas Dlouhy,0.64,12,3,0.78,0.43,119.90135396518376,0.29,0.35,139,45.0,0
927,Second,2007,Marcos Baghdatis,0.54,6,2,0.73,0.45,119.90135396518376,0.33,0.37,109,52.0,0
928,Second,2007,Feliciano Lopez,0.59,5,6,0.64,0.32,119.90135396518376,0.2,0.31,73,36.0,0
929,Second,2007,Thomas Johansson,0.53,9,5,0.74,0.41,119.90135396518376,0.25,0.3,96,48.0,0
930,Second,2007,Yen0Hsun Lu,0.51,4,6,0.58,0.46,119.90135396518376,0.33,0.39,95,19.0,0
931,Second,2007,Jurgen Melzer,0.67,1,4,0.45,0.42,119.90135396518376,0.4,0.36,64,31.0,0
932,Second,2007,Nicolas Mahut,0.53,8,7,0.73,0.52,119.90135396518376,0.5,0.34,123,26.0,0
933,Second,2007,Marc Gicquel,0.52,10,2,0.81,0.53,119.90135396518376,0.0,0.24,83,19.0,0
934,Second,2007,Zack Fleishman,0.47,11,12,0.83,0.47,119.90135396518376,0.25,0.29,107,23.0,0
935,Second,2007,Guillermo Garcia0Lopez,0.6,2,3,0.61,0.5,119.90135396518376,0.67,0.36,101,48.0,0
936,Second,2007,Jonas Bjorkman,0.6,2,3,0.52,0.38,119.90135396518376,1.0,0.29,59,27.0,0
937,Second,2007,Dudi Sela,0.56,1,8,0.59,0.51,119.90135396518376,0.45,0.4,148,33.0,0
938,Second,2007,Vince Spadea,0.58,4,7,0.64,0.45,119.90135396518376,0.31,0.39,136,51.0,0
939,Second,2007,Amer Delic,0.51,6,3,0.6,0.42,119.90135396518376,0.0,0.22,51,39.0,0
940,Second,2007,Florent Serra,0.65,5,3,0.66,0.41,119.90135396518376,0.0,0.24,79,15.0,0
941,Second,2007,Juan Carlos Ferrero,0.66,6,3,0.64,0.41,119.90135396518376,0.31,0.37,142,56.0,0
942,First,2007,Peter Luczak,0.66,13,1,0.72,0.45,119.90135396518376,0.36,0.31,145,35.0,0
943,First,2007,Carlos Moya,0.66,8,1,0.72,0.31,119.90135396518376,0.0,0.22,80,26.0,0
944,First,2007,Chris Guccione,0.64,45,3,0.81,0.43,119.90135396518376,0.09,0.24,180,59.0,0
945,First,2007,Alan Mackin,0.61,1,9,0.6,0.41,119.90135396518376,0.2,0.36,85,60.0,0
946,First,2007,Christophe Rochus,0.74,0,3,0.56,0.33,119.90135396518376,0.0,0.1,32,25.0,0
947,First,2007,Michael Berrer,0.59,10,15,0.74,0.39,119.90135396518376,0.22,0.35,128,47.0,0
948,First,2007,Alberto Martin,0.48,1,3,0.39,0.33,119.90135396518376,0.0,0.23,33,41.0,0
949,First,2007,Evgeny Korolev,0.69,14,5,0.83,0.53,119.90135396518376,0.0,0.23,115,42.0,0
950,First,2007,Lukas Lacko,0.59,5,5,0.66,0.55,119.90135396518376,0.17,0.28,94,35.0,0
951,First,2007,Paul Goldstein,0.49,9,5,0.65,0.46,119.90135396518376,0.35,0.42,135,51.0,0
952,First,2007,Bobby Reynolds,0.54,21,8,0.77,0.42,119.90135396518376,0.29,0.3,151,73.0,0
953,First,2007,Kristof Vliegen,0.62,11,3,0.68,0.43,119.90135396518376,0.2,0.33,123,55.0,0
954,First,2007,Robert Kendrick,0.57,7,6,0.75,0.38,119.90135396518376,0.0,0.26,81,43.0,0
955,First,2007,Gaston Gaudio,0.57,5,9,0.64,0.43,119.90135396518376,0.25,0.27,79,33.0,0
956,First,2007,Luis Horna,0.75,7,8,0.7,0.51,119.90135396518376,0.36,0.36,166,20.0,0
957,First,2007,Albert Montanes,0.68,5,3,0.66,0.41,119.90135396518376,1.0,0.2,74,23.0,0
958,First,2007,Paul0Henri Mathieu,0.58,5,4,0.81,0.54,119.90135396518376,0.13,0.36,127,44.0,0
959,First,2007,Michael Russell,0.76,6,1,0.64,0.41,119.90135396518376,0.67,0.34,118,38.0,0
960,First,2007,Victor Hanescu,0.72,4,0,0.64,0.48,119.90135396518376,0.33,0.28,90,31.0,0
961,First,2007,Julien Benneteau,0.68,3,18,0.52,0.26,119.90135396518376,0.63,0.46,135,80.0,0
962,First,2007,Robin Soderling,0.64,11,9,0.74,0.4,119.90135396518376,0.57,0.34,126,56.0,0
963,First,2007,Potito Starace,0.67,1,2,0.66,0.44,119.90135396518376,0.5,0.32,95,31.0,0
